campaign_id,title,slug,source,github_path,category,status_directory,original_length_label,session_min,session_max,normalized_length,ip_status,duplicate_status,readiness_score,recommended_next_action,audit_confidence
ir-death-and-rebirth,Death And Rebirth,death-and-rebirth,GitHub,campaign-ideas/Completed/Fantasy/death-and-rebirth,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-death-and-rebirth,Death And Rebirth,death-and-rebirth,GitHub,campaign-ideas/Fantasy/death-and-rebirth,Fantasy,Active/genre,,36,36,Epic,Needs transformation,Exact-slug candidate (2 packages),53,Manual editorial review,Medium
ir-death-descent,Death Descent,death-descent,GitHub,campaign-ideas/Completed/Fantasy/death-descent,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-death-descent,Death Descent,death-descent,GitHub,campaign-ideas/Fantasy/death-descent,Fantasy,Active/genre,,28,28,Long,Original/clear,Exact-slug candidate (2 packages),62,Manual editorial review,Medium
ir-death-flags-and-destiny,Death Flags And Destiny,death-flags-and-destiny,GitHub,campaign-ideas/Completed/Fantasy/death-flags-and-destiny,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-death-flags-and-destiny,Death Flags And Destiny,death-flags-and-destiny,GitHub,campaign-ideas/Fantasy/death-flags-and-destiny,Fantasy,Active/genre,,7,8,Short,Original/clear,Exact-slug candidate (2 packages),68,Manual editorial review,Medium
ir-death-metal-apocalypse,Death Metal Apocalypse,death-metal-apocalypse,GitHub,campaign-ideas/Completed/Fantasy/death-metal-apocalypse,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-death-metal-apocalypse,Death Metal Apocalypse,death-metal-apocalypse,GitHub,campaign-ideas/Fantasy/death-metal-apocalypse,Fantasy,Active/genre,,16,16,Medium,Original/clear,Exact-slug candidate (2 packages),53,Manual editorial review,Medium
ir-death-on-the-rails,Death On The Rails,death-on-the-rails,GitHub,campaign-ideas/Completed/Mystery/death-on-the-rails,Mystery,Completed,,6,8,Short,Original/clear,Unreviewed,73,Manual editorial review,Medium
ir-deductions-of-baker-street,Deductions Of Baker Street,deductions-of-baker-street,GitHub,campaign-ideas/Completed/Mystery/deductions-of-baker-street,Mystery,Completed,,12,15,Medium,Needs transformation,Unreviewed,61,Manual editorial review,Medium
ir-deepnest-divergence,Deepnest Divergence,deepnest-divergence,GitHub,campaign-ideas/Completed/Horror/deepnest-divergence,Horror,Completed,,10,10,Medium,Original/clear,Unreviewed,73,Manual editorial review,Medium
ir-defender-of-the-holy-city,Defender Of The Holy City,defender-of-the-holy-city,GitHub,campaign-ideas/Historical/defender-of-the-holy-city,Historical,Active/genre,,18,22,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-defenders-of-the-realm,Defenders Of The Realm,defenders-of-the-realm,GitHub,campaign-ideas/Sci-Fi/defenders-of-the-realm,Sci-Fi,Active/genre,,25,30,Long,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-defying-destiny,Defying Destiny,defying-destiny,GitHub,campaign-ideas/Completed/Fantasy/defying-destiny,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-defying-destiny,Defying Destiny,defying-destiny,GitHub,campaign-ideas/Fantasy/defying-destiny,Fantasy,Active/genre,,12,15,Medium,Original/clear,Exact-slug candidate (2 packages),50,Manual editorial review,Medium
ir-depths-of-planet-4546b,Depths Of Planet 4546B,depths-of-planet-4546b,GitHub,campaign-ideas/Sci-Fi/depths-of-planet-4546b,Sci-Fi,Active/genre,,,,Unknown,Original/clear,Unreviewed,53,Manual editorial review,Medium
ir-depths-of-the-nautilus,Depths Of The Nautilus,depths-of-the-nautilus,GitHub,campaign-ideas/Sci-Fi/depths-of-the-nautilus,Sci-Fi,Active/genre,,10,14,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-descent-into-reverie,Descent Into Reverie,descent-into-reverie,GitHub,campaign-ideas/Completed/Fantasy/descent-into-reverie,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-descent-into-reverie,Descent Into Reverie,descent-into-reverie,GitHub,campaign-ideas/Fantasy/descent-into-reverie,Fantasy,Active/genre,,32,32,Long,Original/clear,Exact-slug candidate (2 packages),57,Manual editorial review,Medium
ir-descent-into-yomi,Descent Into Yomi,descent-into-yomi,GitHub,campaign-ideas/Completed/Horror/descent-into-yomi,Horror,Completed,,12,18,Medium,Original/clear,Unreviewed,73,Manual editorial review,Medium
ir-dice-of-dominion,Dice Of Dominion,dice-of-dominion,GitHub,campaign-ideas/Completed/Fantasy/dice-of-dominion,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-dice-of-dominion,Dice Of Dominion,dice-of-dominion,GitHub,campaign-ideas/Fantasy/dice-of-dominion,Fantasy,Active/genre,,30,30,Long,Original/clear,Exact-slug candidate (2 packages),50,Manual editorial review,Medium
ir-digital-resistance,Digital Resistance,digital-resistance,GitHub,campaign-ideas/Sci-Fi/digital-resistance,Sci-Fi,Active/genre,,35,35,Long,Original/clear,Unreviewed,62,Manual editorial review,Medium
ir-districts-of-panem,Districts Of Panem,districts-of-panem,GitHub,campaign-ideas/Sci-Fi/districts-of-panem,Sci-Fi,Active/genre,,12,15,Medium,Original/clear,Unreviewed,58,Manual editorial review,Medium
ir-domain-of-nightmares,Domain Of Nightmares,domain-of-nightmares,GitHub,campaign-ideas/Horror/domain-of-nightmares,Horror,Active/genre,,16,22,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-domains-of-dread,Domains Of Dread,domains-of-dread,GitHub,campaign-ideas/Horror/domains-of-dread,Horror,Active/genre,,22,28,Long,Original/clear,Unreviewed,59,Manual editorial review,Medium
ir-dont-lose-your-way,Dont Lose Your Way,dont-lose-your-way,GitHub,campaign-ideas/Sci-Fi/dont-lose-your-way,Sci-Fi,Active/genre,,11,14,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-dragonborn-ascendant,Dragonborn Ascendant,dragonborn-ascendant,GitHub,campaign-ideas/Completed/Fantasy/dragonborn-ascendant,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-dragonborn-ascendant,Dragonborn Ascendant,dragonborn-ascendant,GitHub,campaign-ideas/Fantasy/dragonborn-ascendant,Fantasy,Active/genre,,25,35,Long,Original/clear,Exact-slug candidate (2 packages),59,Manual editorial review,Medium
ir-drunken-master-training,Drunken Master Training,drunken-master-training,GitHub,campaign-ideas/Completed/Fantasy/drunken-master-training,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-drunken-master-training,Drunken Master Training,drunken-master-training,GitHub,campaign-ideas/Fantasy/drunken-master-training,Fantasy,Active/genre,,8,10,Short,Original/clear,Exact-slug candidate (2 packages),56,Manual editorial review,Medium
ir-dust-devils-due,Dust Devils Due,dust-devils-due,GitHub,campaign-ideas/Completed/Post-Apocalyptic/dust-devils-due,Post-Apocalyptic,Completed,,,,Unknown,Original/clear,Unreviewed,70,Manual editorial review,Medium
ir-earths-breath,Earths Breath,earths-breath,GitHub,campaign-ideas/Completed/Fantasy/earths-breath,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-earths-breath,Earths Breath,earths-breath,GitHub,campaign-ideas/Fantasy/earths-breath,Fantasy,Active/genre,,26,26,Long,Original/clear,Exact-slug candidate (2 packages),63,Manual editorial review,Medium
ir-earths-memory,Earths Memory,earths-memory,GitHub,campaign-ideas/Completed/Fantasy/earths-memory,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-earths-memory,Earths Memory,earths-memory,GitHub,campaign-ideas/Fantasy/earths-memory,Fantasy,Active/genre,,32,32,Long,Original/clear,Exact-slug candidate (2 packages),63,Manual editorial review,Medium
ir-echoes-of-eternity,Echoes Of Eternity,echoes-of-eternity,GitHub,campaign-ideas/Completed/Fantasy/echoes-of-eternity,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-echoes-of-eternity,Echoes Of Eternity,echoes-of-eternity,GitHub,campaign-ideas/Fantasy/echoes-of-eternity,Fantasy,Active/genre,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),55,Manual editorial review,Medium
ir-echoes-of-lavos,Echoes Of Lavos,echoes-of-lavos,GitHub,campaign-ideas/Completed/Fantasy/echoes-of-lavos,Fantasy,Completed,,,,Unknown,Needs transformation,Exact-slug candidate (2 packages),28,Add/identify primary campaign document,Low
ir-echoes-of-lavos,Echoes Of Lavos,echoes-of-lavos,GitHub,campaign-ideas/Fantasy/echoes-of-lavos,Fantasy,Active/genre,,20,25,Long,Needs transformation,Exact-slug candidate (2 packages),58,Manual editorial review,Medium
ir-echoes-of-the-dying-sun,Echoes Of The Dying Sun,echoes-of-the-dying-sun,GitHub,campaign-ideas/Sci-Fi/echoes-of-the-dying-sun,Sci-Fi,Active/genre,,14,20,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-echoes-of-the-first-dawn,Echoes Of The First Dawn,echoes-of-the-first-dawn,GitHub,campaign-ideas/Fantasy/echoes-of-the-first-dawn,Fantasy,Active/genre,,15,20,Medium,Original/clear,Unreviewed,61,Manual editorial review,Medium
ir-eco-wrath,Eco Wrath,eco-wrath,GitHub,campaign-ideas/Sci-Fi/eco-wrath,Sci-Fi,Active/genre,,,,Unknown,Original/clear,Unreviewed,51,Manual editorial review,Medium
ir-edm-rave-dimension,Edm Rave Dimension,edm-rave-dimension,GitHub,campaign-ideas/Completed/Fantasy/edm-rave-dimension,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-edm-rave-dimension,Edm Rave Dimension,edm-rave-dimension,GitHub,campaign-ideas/Fantasy/edm-rave-dimension,Fantasy,Active/genre,,18,18,Medium,Needs transformation,Exact-slug candidate (2 packages),40,Manual editorial review,Medium
ir-empire-in-flames,Empire In Flames,empire-in-flames,GitHub,campaign-ideas/Completed/Fantasy/empire-in-flames,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-empire-in-flames,Empire In Flames,empire-in-flames,GitHub,campaign-ideas/Fantasy/empire-in-flames,Fantasy,Active/genre,,20,26,Long,Original/clear,Exact-slug candidate (2 packages),56,Manual editorial review,Medium
ir-empire-of-ages,Empire Of Ages,empire-of-ages,GitHub,campaign-ideas/Historical/empire-of-ages,Historical,Active/genre,,25,30,Long,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-empire-of-endless-courses,Empire Of Endless Courses,empire-of-endless-courses,GitHub,campaign-ideas/Completed/Fantasy/empire-of-endless-courses,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-empire-of-endless-courses,Empire Of Endless Courses,empire-of-endless-courses,GitHub,campaign-ideas/Fantasy/empire-of-endless-courses,Fantasy,Active/genre,,40,40,Epic,Original/clear,Exact-slug candidate (2 packages),60,Manual editorial review,Medium
ir-empire-of-the-steppes,Empire Of The Steppes,empire-of-the-steppes,GitHub,campaign-ideas/Historical/empire-of-the-steppes,Historical,Active/genre,,,,Unknown,Original/clear,Unreviewed,61,Manual editorial review,Medium
ir-enter-the-dragon,Enter The Dragon,enter-the-dragon,GitHub,campaign-ideas/Completed/Fantasy/enter-the-dragon,Fantasy,Completed,,,,Unknown,Needs transformation,Exact-slug candidate (2 packages),28,Add/identify primary campaign document,Low
ir-enter-the-dragon,Enter The Dragon,enter-the-dragon,GitHub,campaign-ideas/Fantasy/enter-the-dragon,Fantasy,Active/genre,,12,15,Medium,Needs transformation,Exact-slug candidate (2 packages),51,Manual editorial review,Medium
ir-epochs-unbound,Epochs Unbound,epochs-unbound,GitHub,campaign-ideas/Sci-Fi/epochs-unbound,Sci-Fi,Active/genre,,,,Unknown,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-escape-from-hell,Escape From Hell,escape-from-hell,GitHub,campaign-ideas/Completed/Fantasy/escape-from-hell,Fantasy,Completed,,,,Unknown,Needs transformation,Exact-slug candidate (2 packages),28,Add/identify primary campaign document,Low
ir-escape-from-hell,Escape From Hell,escape-from-hell,GitHub,campaign-ideas/Fantasy/escape-from-hell,Fantasy,Active/genre,,15,20,Medium,Original/clear,Exact-slug candidate (2 packages),59,Manual editorial review,Medium
ir-escape-from-zagreus,Escape From Zagreus,escape-from-zagreus,GitHub,campaign-ideas/Completed/Fantasy/escape-from-zagreus,Fantasy,Completed,,,,Unknown,Needs transformation,Exact-slug candidate (2 packages),28,Add/identify primary campaign document,Low
ir-escape-from-zagreus,Escape From Zagreus,escape-from-zagreus,GitHub,campaign-ideas/Fantasy/escape-from-zagreus,Fantasy,Active/genre,,16,24,Medium,Needs transformation,Exact-slug candidate (2 packages),49,Manual editorial review,Medium
ir-eternal-nations-reborn,Eternal Nations Reborn,eternal-nations-reborn,GitHub,campaign-ideas/Completed/Fantasy/eternal-nations-reborn,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-eternal-nations-reborn,Eternal Nations Reborn,eternal-nations-reborn,GitHub,campaign-ideas/Fantasy/eternal-nations-reborn,Fantasy,Active/genre,,7,8,Short,Needs transformation,Exact-slug candidate (2 packages),55,Manual editorial review,Medium
ir-eternal-sleeves,Eternal Sleeves,eternal-sleeves,GitHub,campaign-ideas/Sci-Fi/eternal-sleeves,Sci-Fi,Active/genre,,30,30,Long,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-event-horizon-station,Event Horizon Station,event-horizon-station,GitHub,campaign-ideas/Horror/event-horizon-station,Horror,Active/genre,,6,8,Short,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-factions-of-sigil,Factions Of Sigil,factions-of-sigil,GitHub,campaign-ideas/Completed/Fantasy/factions-of-sigil,Fantasy,Completed,,,,Unknown,Needs transformation,Exact-slug candidate (2 packages),28,Add/identify primary campaign document,Low
ir-factions-of-sigil,Factions Of Sigil,factions-of-sigil,GitHub,campaign-ideas/Fantasy/factions-of-sigil,Fantasy,Active/genre,,25,30,Long,Needs transformation,Exact-slug candidate (2 packages),46,Manual editorial review,Medium
ir-fall-of-camelot,Fall Of Camelot,fall-of-camelot,GitHub,campaign-ideas/Completed/Fantasy/fall-of-camelot,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-fall-of-camelot,Fall Of Camelot,fall-of-camelot,GitHub,campaign-ideas/Fantasy/fall-of-camelot,Fantasy,Active/genre,,15,20,Medium,Original/clear,Exact-slug candidate (2 packages),59,Manual editorial review,Medium
ir-fall-of-the-last-legion,Fall Of The Last Legion,fall-of-the-last-legion,GitHub,campaign-ideas/Historical/fall-of-the-last-legion,Historical,Active/genre,,12,15,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-fate-of-the-eternal-city,Fate Of The Eternal City,fate-of-the-eternal-city,GitHub,campaign-ideas/Historical/fate-of-the-eternal-city,Historical,Active/genre,,28,28,Long,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-fates-warning,Fates Warning,fates-warning,GitHub,campaign-ideas/Completed/Urban/fates-warning,Urban,Completed,,15,20,Medium,Original/clear,Unreviewed,73,Manual editorial review,Medium
ir-fearless-philosophy,Fearless Philosophy,fearless-philosophy,GitHub,campaign-ideas/Historical/fearless-philosophy,Historical,Active/genre,,12,15,Medium,Original/clear,Unreviewed,56,Manual editorial review,Medium
ir-fimbulwinters-chains,Fimbulwinters Chains,fimbulwinters-chains,GitHub,campaign-ideas/Completed/Fantasy/fimbulwinters-chains,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-fimbulwinters-chains,Fimbulwinters Chains,fimbulwinters-chains,GitHub,campaign-ideas/Fantasy/fimbulwinters-chains,Fantasy,Active/genre,,15,20,Medium,Original/clear,Exact-slug candidate (2 packages),55,Manual editorial review,Medium
ir-fires-of-the-deep,Fires Of The Deep,fires-of-the-deep,GitHub,campaign-ideas/Completed/Fantasy/fires-of-the-deep,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-fires-of-the-deep,Fires Of The Deep,fires-of-the-deep,GitHub,campaign-ideas/Fantasy/fires-of-the-deep,Fantasy,Active/genre,,26,34,Long,Original/clear,Exact-slug candidate (2 packages),50,Manual editorial review,Medium
ir-first-hundred-legacy,First Hundred Legacy,first-hundred-legacy,GitHub,campaign-ideas/Sci-Fi/first-hundred-legacy,Sci-Fi,Active/genre,,15,20,Medium,Original/clear,Unreviewed,50,Manual editorial review,Medium
ir-flavor-hunters-guild,Flavor Hunters Guild,flavor-hunters-guild,GitHub,campaign-ideas/Completed/Fantasy/flavor-hunters-guild,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-flavor-hunters-guild,Flavor Hunters Guild,flavor-hunters-guild,GitHub,campaign-ideas/Fantasy/flavor-hunters-guild,Fantasy,Active/genre,,30,30,Long,Original/clear,Exact-slug candidate (2 packages),65,Manual editorial review,Medium
ir-forged-in-darkness,Forged In Darkness,forged-in-darkness,GitHub,campaign-ideas/Completed/Fantasy/forged-in-darkness,Fantasy,Completed,,,,Unknown,Original/clear,Exact-slug candidate (2 packages),38,Add/identify primary campaign document,Low
ir-forged-in-darkness,Forged In Darkness,forged-in-darkness,GitHub,campaign-ideas/Fantasy/forged-in-darkness,Fantasy,Active/genre,,6,8,Short,Original/clear,Exact-slug candidate (2 packages),58,Manual editorial review,Medium
